Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.358695652,1.018766756,1.061571125,1.628151261,1.912144703,2.332657201,3.815659068,3.579952267,4.055299539,4.561558902,3.346039814,2.704918033,4.988028731,7.487647282,10.99717115,10.6721886,7.54173863,7.976445396,8.973723352,9.144676979,10.12922051,12.47161241,10.7689719,5.86358803,4.304778304,3.962030541,4.194786291,4.356108712,4.028234149,4.9836219,4.780476933,5.625864086,1.490132904,1.865079365,0.1655629139,2.148760331,1.570531125,1.621216381,0.9959424567,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.9382918978,1.906635907,1.125241361,1.428759547,1.596884129,
Central Europe and the Baltics,CEB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5275789,91.29793273,72.87879139,35.92470539,27.95138856,19.79496692,8.881041524,8.208333333,4.019138756,8.911744187,5.748279817,3.12714223,2.348641696,3.592975942,3.317178244,3.930326038,4.837329283,6.358663802,2.753202239,1.801170221,4.130300688,3.334922677,1.438297872,0.05382131324,-0.4923260065,-0.05499954167,2.075935537,
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.43880489,1.845389885,4.315998865,3.440212018,3.080553924,3.414480925,4.775984441,4.0051927,2.395827469,2.489025898,3.615988321,6.573226046,6.660001326,8.754676224,9.767413601,6.696595407,1.715477366,1.295997511,1.02879153,3.647641913,4.022498695,6.490307742,5.655102643,2.949832676,2.931435997,3.435389869,0.7503088699,1.440328424,1.872459172,3.1552891,5.403953982,5.859585935,4.037009164,3.292629483,0.8521415222,1.799799563,0.8116580382,0.5202146424,0.01794885918,0.8064468571,1.558518468,0.9890171534,0.6427084419,0.6382989112,0.8028826181,1.171951144,1.059525055,0.7323366312,2.42604804,-0.480467934,0.6882334487,0.2313365769,-0.6925458419,-0.2173085176,-0.01322916025,-1.143900644,-0.4346076385,0.5337959881,
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,20.0522241,77.79573377,352.811007,504.7385225,374.7352695,211.9242802,91.95413673,40.08724167,33.38920724,35.13834781,19.68682964,9.941020666,27.25719845,19.86020906,30.7035209,19.47684729,19.88080123,14.68435257,17.02795574,26.03647216,21.78441738,15.4258056,12.72776104,11.44312054,8.232633318,7.359117444,6.13386637,5.110243016,3.336885341,3.84327329,3.56910168,2.489394543,2.810178612,1.054738757,3.052576582,3.392017383,4.407799046,8.716267366,0.3530463094,1.410809606,3.340317436,3.00652059,1.928220313,4.395,4.348867283,3.786661771,2.182469485,
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.233835531,18.81181794,18.24563836,3.052290121,3.556685652,6.35398134,14.61007864,24.25698435,16.79122702,8.313153344,2.786468497,-0.773182346,-1.401473808,0.3478062568,0.7191324368,-0.7319755001,1.127601961,3.824637624,1.776416168,1.649433101,4.816765313,5.925255289,-0.7281713342,3.175327981,5.553897059,2.619526165,2.621049027,1.921643416,1.437024514,2,1.593137255,
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,11.61649215,-1.341248901,0.9434663105,0.6181925227,2.611176126,4.191317984,2.291851953,5.350454789,4.450228542,8.205190543,-0.4437454363,0.3103136989,11.10298667,17.35938845,11.44422397,12.07664022,27.42186151,13.24298685,16.34235657,14.7009813,8.799210833,7.583125896,5.640428433,4.284761104,1.863803272,9.682954731,6.943306265,6.930686172,1.049518238,-0.8058796983,1.683348499,4.231383829,2.16471454,26.08157199,14.29506909,2.480806692,4.020833333,4.611447595,0.702375806,2.530775167,4.36152914,3.077264852,3.29680747,1.457988356,3.885830399,2.467191486,1.892006293,6.308527692,1.019504577,1.226456121,4.912433951,1.304511199,2.581170373,0.4486820768,1.251499548,0.7231784575,0.6858810653,
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,-1.101591187,5.858085809,4.014029618,8.092918696,10.3847487,17.23293349,13.55332941,9.930650564,14.69830916,12.46305234,6.580610819,9.551754276,10.7275,13.25701986,16.63122641,11.37332209,8.508374344,7.770024987,13.14049984,1.682332608,-1.665525896,1.099381284,0.0600513305,-0.01605504587,-3.206554569,35.09446185,9.069690719,3.924063727,4.786238819,3.170751854,1.871745007,1.22719013,4.419772459,2.834422601,0.6231635574,0.2336473801,2.013539502,5.11757816,0.9214022457,5.337806276,3.043618479,1.275380462,2.939699463,2.735296775,2.05034718,1.854898504,2.676235314,0.8741903833,0.6404091499,
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,35.42106498,-2.726980278,15.78010125,36.92652487,53.32167271,6.176195735,8.025284045,5.777349826,15.80421539,15.64276212,29.46928105,28.6579702,80.38595908,68.9477082,48.76903761,101.0512604,46.62590683,35.40826487,36.69969757,76.52669767,52.22701136,23.82078452,44.4,78.67036011,71.09173127,104.0652294,81.29540481,2154.436827,4129.169857,1986.904762,23773.13177,541.9088832,492.4418502,198.5167074,29.14880692,284.8949759,513.9068437,359.9366143,31.5225826,12.87396572,3.994384008,21.31681672,13.05269497,16.94510065,17.30138457,2.8,7.1,15.31651591,9.721828063,0.8082231015,1.243038898,0.7441989948,2.885851073,,
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,4.158110883,0.4435682602,1.030421982,-1.79698883,2.889053742,-1.67834969,-3.935468101,4.923664122,42.43967503,9.418007435,10.03112033,,,4.142671373,-0.881991517,0.05598992181,4.378759718,-0.6318449874,2.42976608,3.094490115,6.537843953,2.654646451,4.95875092,4.415003748,0.3915250112,1.759587043,5.010187731,4.631616197,0.9121395455,3.169097968,3.190561797,0.4500638233,
